image_path,label
Kather_texture_2016_augmented\12D50_CRC-Prim-HE-09_001_aug_0.jpg,6
Kather_texture_2016_augmented\12D50_CRC-Prim-HE-09_001_aug_1.jpg,6
Kather_texture_2016_augmented\12D50_CRC-Prim-HE-09_001_aug_2.jpg,6
Kather_texture_2016_augmented\12D50_CRC-Prim-HE-09_001_aug_3.jpg,6
Kather_texture_2016_augmented\12D50_CRC-Prim-HE-09_001_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\02_STROMA\12C1E_CRC-Prim-HE-01_050.tif_Row_1201_Col_1051.tif,2
Kather_texture_2016_augmented\12C1E_CRC-Prim-HE-01_050_aug_0.jpg,2
Kather_texture_2016_augmented\12C1E_CRC-Prim-HE-01_050_aug_1.jpg,2
Kather_texture_2016_augmented\12C1E_CRC-Prim-HE-01_050_aug_2.jpg,2
Kather_texture_2016_augmented\12C1E_CRC-Prim-HE-01_050_aug_3.jpg,2
Kather_texture_2016_augmented\12C1E_CRC-Prim-HE-01_050_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\03_COMPLEX\4B8C_CRC-Prim-HE-09_015.tif_Row_751_Col_451.tif,3
Kather_texture_2016_augmented\4B8C_CRC-Prim-HE-09_015_aug_0.jpg,3
Kather_texture_2016_augmented\4B8C_CRC-Prim-HE-09_015_aug_1.jpg,3
Kather_texture_2016_augmented\4B8C_CRC-Prim-HE-09_015_aug_2.jpg,3
Kather_texture_2016_augmented\4B8C_CRC-Prim-HE-09_015_aug_3.jpg,3
Kather_texture_2016_augmented\4B8C_CRC-Prim-HE-09_015_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\08_EMPTY\155BD_CRC-Prim-HE-06_005.tif_Row_1201_Col_1951.tif,8
Kather_texture_2016_augmented\155BD_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\155BD_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\155BD_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\155BD_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\155BD_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\02_STROMA\12722_CRC-Prim-HE-06_003.tif_Row_151_Col_451.tif,2
Kather_texture_2016_augmented\12722_CRC-Prim-HE-06_003_aug_0.jpg,2
Kather_texture_2016_augmented\12722_CRC-Prim-HE-06_003_aug_1.jpg,2
Kather_texture_2016_augmented\12722_CRC-Prim-HE-06_003_aug_2.jpg,2
Kather_texture_2016_augmented\12722_CRC-Prim-HE-06_003_aug_3.jpg,2
Kather_texture_2016_augmented\12722_CRC-Prim-HE-06_003_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\15075_CRC-Prim-HE-05_032.tif_Row_751_Col_4801.tif,7
Kather_texture_2016_augmented\15075_CRC-Prim-HE-05_032_aug_0.jpg,7
Kather_texture_2016_augmented\15075_CRC-Prim-HE-05_032_aug_1.jpg,7
Kather_texture_2016_augmented\15075_CRC-Prim-HE-05_032_aug_2.jpg,7
Kather_texture_2016_augmented\15075_CRC-Prim-HE-05_032_aug_3.jpg,7
Kather_texture_2016_augmented\15075_CRC-Prim-HE-05_032_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\01_TUMOR\17ADE_CRC-Prim-HE-09_026.tif_Row_301_Col_151.tif,1
Kather_texture_2016_augmented\17ADE_CRC-Prim-HE-09_026_aug_0.jpg,1
Kather_texture_2016_augmented\17ADE_CRC-Prim-HE-09_026_aug_1.jpg,1
Kather_texture_2016_augmented\17ADE_CRC-Prim-HE-09_026_aug_2.jpg,1
Kather_texture_2016_augmented\17ADE_CRC-Prim-HE-09_026_aug_3.jpg,1
Kather_texture_2016_augmented\17ADE_CRC-Prim-HE-09_026_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\06_MUCOSA\18B0_CRC-Prim-HE-05.tif_Row_901_Col_1651.tif,6
Kather_texture_2016_augmented\18B0_CRC-Prim-HE-05_aug_0.jpg,6
Kather_texture_2016_augmented\18B0_CRC-Prim-HE-05_aug_1.jpg,6
Kather_texture_2016_augmented\18B0_CRC-Prim-HE-05_aug_2.jpg,6
Kather_texture_2016_augmented\18B0_CRC-Prim-HE-05_aug_3.jpg,6
Kather_texture_2016_augmented\18B0_CRC-Prim-HE-05_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\02_STROMA\1377B_CRC-Prim-HE-04.tif_Row_301_Col_1351.tif,2
Kather_texture_2016_augmented\1377B_CRC-Prim-HE-04_aug_0.jpg,2
Kather_texture_2016_augmented\1377B_CRC-Prim-HE-04_aug_1.jpg,2
Kather_texture_2016_augmented\1377B_CRC-Prim-HE-04_aug_2.jpg,2
Kather_texture_2016_augmented\1377B_CRC-Prim-HE-04_aug_3.jpg,2
Kather_texture_2016_augmented\1377B_CRC-Prim-HE-04_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\01_TUMOR\15F95_CRC-Prim-HE-08_010.tif_Row_1_Col_1.tif,1
Kather_texture_2016_augmented\15F95_CRC-Prim-HE-08_010_aug_0.jpg,1
Kather_texture_2016_augmented\15F95_CRC-Prim-HE-08_010_aug_1.jpg,1
Kather_texture_2016_augmented\15F95_CRC-Prim-HE-08_010_aug_2.jpg,1
Kather_texture_2016_augmented\15F95_CRC-Prim-HE-08_010_aug_3.jpg,1
Kather_texture_2016_augmented\15F95_CRC-Prim-HE-08_010_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\02_STROMA\11DC2_CRC-Prim-HE-03_013.tif_Row_1201_Col_151.tif,2
Kather_texture_2016_augmented\11DC2_CRC-Prim-HE-03_013_aug_0.jpg,2
Kather_texture_2016_augmented\11DC2_CRC-Prim-HE-03_013_aug_1.jpg,2
Kather_texture_2016_augmented\11DC2_CRC-Prim-HE-03_013_aug_2.jpg,2
Kather_texture_2016_augmented\11DC2_CRC-Prim-HE-03_013_aug_3.jpg,2
Kather_texture_2016_augmented\11DC2_CRC-Prim-HE-03_013_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\109EF_CRC-Prim-HE-03_012.tif_Row_3151_Col_901.tif,7
Kather_texture_2016_augmented\109EF_CRC-Prim-HE-03_012_aug_0.jpg,7
Kather_texture_2016_augmented\109EF_CRC-Prim-HE-03_012_aug_1.jpg,7
Kather_texture_2016_augmented\109EF_CRC-Prim-HE-03_012_aug_2.jpg,7
Kather_texture_2016_augmented\109EF_CRC-Prim-HE-03_012_aug_3.jpg,7
Kather_texture_2016_augmented\109EF_CRC-Prim-HE-03_012_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\08_EMPTY\1161F_CRC-Prim-HE-06_005.tif_Row_1651_Col_5851.tif,8
Kather_texture_2016_augmented\1161F_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\1161F_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\1161F_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\1161F_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\1161F_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\01_TUMOR\15E1F_CRC-Prim-HE-05_013.tif_Row_151_Col_151.tif,1
Kather_texture_2016_augmented\15E1F_CRC-Prim-HE-05_013_aug_0.jpg,1
Kather_texture_2016_augmented\15E1F_CRC-Prim-HE-05_013_aug_1.jpg,1
Kather_texture_2016_augmented\15E1F_CRC-Prim-HE-05_013_aug_2.jpg,1
Kather_texture_2016_augmented\15E1F_CRC-Prim-HE-05_013_aug_3.jpg,1
Kather_texture_2016_augmented\15E1F_CRC-Prim-HE-05_013_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\01_TUMOR\A833_CRC-Prim-HE-07_025.tif_Row_451_Col_151.tif,1
Kather_texture_2016_augmented\A833_CRC-Prim-HE-07_025_aug_0.jpg,1
Kather_texture_2016_augmented\A833_CRC-Prim-HE-07_025_aug_1.jpg,1
Kather_texture_2016_augmented\A833_CRC-Prim-HE-07_025_aug_2.jpg,1
Kather_texture_2016_augmented\A833_CRC-Prim-HE-07_025_aug_3.jpg,1
Kather_texture_2016_augmented\A833_CRC-Prim-HE-07_025_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\04_LYMPHO\AF25_CRC-Prim-HE-09_006.tif_Row_1_Col_1.tif,4
Kather_texture_2016_augmented\AF25_CRC-Prim-HE-09_006_aug_0.jpg,4
Kather_texture_2016_augmented\AF25_CRC-Prim-HE-09_006_aug_1.jpg,4
Kather_texture_2016_augmented\AF25_CRC-Prim-HE-09_006_aug_2.jpg,4
Kather_texture_2016_augmented\AF25_CRC-Prim-HE-09_006_aug_3.jpg,4
Kather_texture_2016_augmented\AF25_CRC-Prim-HE-09_006_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\08_EMPTY\11928_CRC-Prim-HE-06_005.tif_Row_4201_Col_4051.tif,8
Kather_texture_2016_augmented\11928_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\11928_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\11928_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\11928_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\11928_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\01_TUMOR\8B8E_CRC-Prim-HE-09_024.tif_Row_1051_Col_1.tif,1
Kather_texture_2016_augmented\8B8E_CRC-Prim-HE-09_024_aug_0.jpg,1
Kather_texture_2016_augmented\8B8E_CRC-Prim-HE-09_024_aug_1.jpg,1
Kather_texture_2016_augmented\8B8E_CRC-Prim-HE-09_024_aug_2.jpg,1
Kather_texture_2016_augmented\8B8E_CRC-Prim-HE-09_024_aug_3.jpg,1
Kather_texture_2016_augmented\8B8E_CRC-Prim-HE-09_024_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\04_LYMPHO\18430_CRC-Prim-HE-02.tif_Row_901_Col_601.tif,4
Kather_texture_2016_augmented\18430_CRC-Prim-HE-02_aug_0.jpg,4
Kather_texture_2016_augmented\18430_CRC-Prim-HE-02_aug_1.jpg,4
Kather_texture_2016_augmented\18430_CRC-Prim-HE-02_aug_2.jpg,4
Kather_texture_2016_augmented\18430_CRC-Prim-HE-02_aug_3.jpg,4
Kather_texture_2016_augmented\18430_CRC-Prim-HE-02_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\1326F_CRC-Prim-HE-04_036.tif_Row_451_Col_1051.tif,7
Kather_texture_2016_augmented\1326F_CRC-Prim-HE-04_036_aug_0.jpg,7
Kather_texture_2016_augmented\1326F_CRC-Prim-HE-04_036_aug_1.jpg,7
Kather_texture_2016_augmented\1326F_CRC-Prim-HE-04_036_aug_2.jpg,7
Kather_texture_2016_augmented\1326F_CRC-Prim-HE-04_036_aug_3.jpg,7
Kather_texture_2016_augmented\1326F_CRC-Prim-HE-04_036_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\03_COMPLEX\5E43_CRC-Prim-HE-08_006.tif_Row_901_Col_1.tif,3
Kather_texture_2016_augmented\5E43_CRC-Prim-HE-08_006_aug_0.jpg,3
Kather_texture_2016_augmented\5E43_CRC-Prim-HE-08_006_aug_1.jpg,3
Kather_texture_2016_augmented\5E43_CRC-Prim-HE-08_006_aug_2.jpg,3
Kather_texture_2016_augmented\5E43_CRC-Prim-HE-08_006_aug_3.jpg,3
Kather_texture_2016_augmented\5E43_CRC-Prim-HE-08_006_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\08_EMPTY\13AF0_CRC-Prim-HE-06_005.tif_Row_1651_Col_1201.tif,8
Kather_texture_2016_augmented\13AF0_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\13AF0_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\13AF0_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\13AF0_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\13AF0_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\02_STROMA\101AC_CRC-Prim-HE-04.tif_Row_451_Col_3301.tif,2
Kather_texture_2016_augmented\101AC_CRC-Prim-HE-04_aug_0.jpg,2
Kather_texture_2016_augmented\101AC_CRC-Prim-HE-04_aug_1.jpg,2
Kather_texture_2016_augmented\101AC_CRC-Prim-HE-04_aug_2.jpg,2
Kather_texture_2016_augmented\101AC_CRC-Prim-HE-04_aug_3.jpg,2
Kather_texture_2016_augmented\101AC_CRC-Prim-HE-04_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\03_COMPLEX\3AF0_CRC-Prim-HE-07_017.tif_Row_301_Col_1.tif,3
Kather_texture_2016_augmented\3AF0_CRC-Prim-HE-07_017_aug_0.jpg,3
Kather_texture_2016_augmented\3AF0_CRC-Prim-HE-07_017_aug_1.jpg,3
Kather_texture_2016_augmented\3AF0_CRC-Prim-HE-07_017_aug_2.jpg,3
Kather_texture_2016_augmented\3AF0_CRC-Prim-HE-07_017_aug_3.jpg,3
Kather_texture_2016_augmented\3AF0_CRC-Prim-HE-07_017_aug_4.jpg,3
Kather_texture_2016_image_tiles_5000\04_LYMPHO\15019_CRC-Prim-HE-02_copy.tif_Row_1_Col_751.tif,4
Kather_texture_2016_augmented\15019_CRC-Prim-HE-02_copy_aug_0.jpg,4
Kather_texture_2016_augmented\15019_CRC-Prim-HE-02_copy_aug_1.jpg,4
Kather_texture_2016_augmented\15019_CRC-Prim-HE-02_copy_aug_2.jpg,4
Kather_texture_2016_augmented\15019_CRC-Prim-HE-02_copy_aug_3.jpg,4
Kather_texture_2016_augmented\15019_CRC-Prim-HE-02_copy_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\02_STROMA\1128_CRC-Prim-HE-07_026.tif_Row_301_Col_1.tif,2
Kather_texture_2016_augmented\1128_CRC-Prim-HE-07_026_aug_0.jpg,2
Kather_texture_2016_augmented\1128_CRC-Prim-HE-07_026_aug_1.jpg,2
Kather_texture_2016_augmented\1128_CRC-Prim-HE-07_026_aug_2.jpg,2
Kather_texture_2016_augmented\1128_CRC-Prim-HE-07_026_aug_3.jpg,2
Kather_texture_2016_augmented\1128_CRC-Prim-HE-07_026_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\05_DEBRIS\11A1D_CRC-Prim-HE-04_001.tif_Row_301_Col_151.tif,5
Kather_texture_2016_augmented\11A1D_CRC-Prim-HE-04_001_aug_0.jpg,5
Kather_texture_2016_augmented\11A1D_CRC-Prim-HE-04_001_aug_1.jpg,5
Kather_texture_2016_augmented\11A1D_CRC-Prim-HE-04_001_aug_2.jpg,5
Kather_texture_2016_augmented\11A1D_CRC-Prim-HE-04_001_aug_3.jpg,5
Kather_texture_2016_augmented\11A1D_CRC-Prim-HE-04_001_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\06_MUCOSA\17C55_CRC-Prim-HE-05_030.tif_Row_1_Col_301.tif,6
Kather_texture_2016_augmented\17C55_CRC-Prim-HE-05_030_aug_0.jpg,6
Kather_texture_2016_augmented\17C55_CRC-Prim-HE-05_030_aug_1.jpg,6
Kather_texture_2016_augmented\17C55_CRC-Prim-HE-05_030_aug_2.jpg,6
Kather_texture_2016_augmented\17C55_CRC-Prim-HE-05_030_aug_3.jpg,6
Kather_texture_2016_augmented\17C55_CRC-Prim-HE-05_030_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\01_TUMOR\7342_CRC-Prim-HE-05_006.tif_Row_1_Col_151.tif,1
Kather_texture_2016_augmented\7342_CRC-Prim-HE-05_006_aug_0.jpg,1
Kather_texture_2016_augmented\7342_CRC-Prim-HE-05_006_aug_1.jpg,1
Kather_texture_2016_augmented\7342_CRC-Prim-HE-05_006_aug_2.jpg,1
Kather_texture_2016_augmented\7342_CRC-Prim-HE-05_006_aug_3.jpg,1
Kather_texture_2016_augmented\7342_CRC-Prim-HE-05_006_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\01_TUMOR\287C_CRC-Prim-HE-07_025.tif_Row_1201_Col_1.tif,1
Kather_texture_2016_augmented\287C_CRC-Prim-HE-07_025_aug_0.jpg,1
Kather_texture_2016_augmented\287C_CRC-Prim-HE-07_025_aug_1.jpg,1
Kather_texture_2016_augmented\287C_CRC-Prim-HE-07_025_aug_2.jpg,1
Kather_texture_2016_augmented\287C_CRC-Prim-HE-07_025_aug_3.jpg,1
Kather_texture_2016_augmented\287C_CRC-Prim-HE-07_025_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\1246F_CRC-Prim-HE-06_004.tif_Row_2851_Col_2101.tif,7
Kather_texture_2016_augmented\1246F_CRC-Prim-HE-06_004_aug_0.jpg,7
Kather_texture_2016_augmented\1246F_CRC-Prim-HE-06_004_aug_1.jpg,7
Kather_texture_2016_augmented\1246F_CRC-Prim-HE-06_004_aug_2.jpg,7
Kather_texture_2016_augmented\1246F_CRC-Prim-HE-06_004_aug_3.jpg,7
Kather_texture_2016_augmented\1246F_CRC-Prim-HE-06_004_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\08_EMPTY\106B9_CRC-Prim-HE-06_005.tif_Row_4201_Col_3751.tif,8
Kather_texture_2016_augmented\106B9_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\106B9_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\106B9_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\106B9_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\106B9_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\08_EMPTY\13267_CRC-Prim-HE-06_005.tif_Row_4201_Col_2551.tif,8
Kather_texture_2016_augmented\13267_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\13267_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\13267_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\13267_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\13267_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\01_TUMOR\14A1D_CRC-Prim-HE-03_028.tif_Row_451_Col_151.tif,1
Kather_texture_2016_augmented\14A1D_CRC-Prim-HE-03_028_aug_0.jpg,1
Kather_texture_2016_augmented\14A1D_CRC-Prim-HE-03_028_aug_1.jpg,1
Kather_texture_2016_augmented\14A1D_CRC-Prim-HE-03_028_aug_2.jpg,1
Kather_texture_2016_augmented\14A1D_CRC-Prim-HE-03_028_aug_3.jpg,1
Kather_texture_2016_augmented\14A1D_CRC-Prim-HE-03_028_aug_4.jpg,1
Kather_texture_2016_image_tiles_5000\05_DEBRIS\5566_CRC-Prim-HE-04_001.tif_Row_301_Col_301.tif,5
Kather_texture_2016_augmented\5566_CRC-Prim-HE-04_001_aug_0.jpg,5
Kather_texture_2016_augmented\5566_CRC-Prim-HE-04_001_aug_1.jpg,5
Kather_texture_2016_augmented\5566_CRC-Prim-HE-04_001_aug_2.jpg,5
Kather_texture_2016_augmented\5566_CRC-Prim-HE-04_001_aug_3.jpg,5
Kather_texture_2016_augmented\5566_CRC-Prim-HE-04_001_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\12F9D_CRC-Prim-HE-03_012.tif_Row_3001_Col_451.tif,7
Kather_texture_2016_augmented\12F9D_CRC-Prim-HE-03_012_aug_0.jpg,7
Kather_texture_2016_augmented\12F9D_CRC-Prim-HE-03_012_aug_1.jpg,7
Kather_texture_2016_augmented\12F9D_CRC-Prim-HE-03_012_aug_2.jpg,7
Kather_texture_2016_augmented\12F9D_CRC-Prim-HE-03_012_aug_3.jpg,7
Kather_texture_2016_augmented\12F9D_CRC-Prim-HE-03_012_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\02_STROMA\10B3A_CRC-Prim-HE-02_015.tif_Row_601_Col_151.tif,2
Kather_texture_2016_augmented\10B3A_CRC-Prim-HE-02_015_aug_0.jpg,2
Kather_texture_2016_augmented\10B3A_CRC-Prim-HE-02_015_aug_1.jpg,2
Kather_texture_2016_augmented\10B3A_CRC-Prim-HE-02_015_aug_2.jpg,2
Kather_texture_2016_augmented\10B3A_CRC-Prim-HE-02_015_aug_3.jpg,2
Kather_texture_2016_augmented\10B3A_CRC-Prim-HE-02_015_aug_4.jpg,2
Kather_texture_2016_image_tiles_5000\04_LYMPHO\51B0_CRC-Prim-HE-05_010.tif_Row_601_Col_151.tif,4
Kather_texture_2016_augmented\51B0_CRC-Prim-HE-05_010_aug_0.jpg,4
Kather_texture_2016_augmented\51B0_CRC-Prim-HE-05_010_aug_1.jpg,4
Kather_texture_2016_augmented\51B0_CRC-Prim-HE-05_010_aug_2.jpg,4
Kather_texture_2016_augmented\51B0_CRC-Prim-HE-05_010_aug_3.jpg,4
Kather_texture_2016_augmented\51B0_CRC-Prim-HE-05_010_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\04_LYMPHO\9715_CRC-Prim-HE-01.tif_Row_1_Col_1.tif,4
Kather_texture_2016_augmented\9715_CRC-Prim-HE-01_aug_0.jpg,4
Kather_texture_2016_augmented\9715_CRC-Prim-HE-01_aug_1.jpg,4
Kather_texture_2016_augmented\9715_CRC-Prim-HE-01_aug_2.jpg,4
Kather_texture_2016_augmented\9715_CRC-Prim-HE-01_aug_3.jpg,4
Kather_texture_2016_augmented\9715_CRC-Prim-HE-01_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\08_EMPTY\10686_CRC-Prim-HE-06_005.tif_Row_3451_Col_6901.tif,8
Kather_texture_2016_augmented\10686_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\10686_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\10686_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\10686_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\10686_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\05_DEBRIS\4EA3_CRC-Prim-HE-08_023.tif_Row_1051_Col_451.tif,5
Kather_texture_2016_augmented\4EA3_CRC-Prim-HE-08_023_aug_0.jpg,5
Kather_texture_2016_augmented\4EA3_CRC-Prim-HE-08_023_aug_1.jpg,5
Kather_texture_2016_augmented\4EA3_CRC-Prim-HE-08_023_aug_2.jpg,5
Kather_texture_2016_augmented\4EA3_CRC-Prim-HE-08_023_aug_3.jpg,5
Kather_texture_2016_augmented\4EA3_CRC-Prim-HE-08_023_aug_4.jpg,5
Kather_texture_2016_image_tiles_5000\06_MUCOSA\10D83_CRC-Prim-HE-06_001.tif_Row_451_Col_151.tif,6
Kather_texture_2016_augmented\10D83_CRC-Prim-HE-06_001_aug_0.jpg,6
Kather_texture_2016_augmented\10D83_CRC-Prim-HE-06_001_aug_1.jpg,6
Kather_texture_2016_augmented\10D83_CRC-Prim-HE-06_001_aug_2.jpg,6
Kather_texture_2016_augmented\10D83_CRC-Prim-HE-06_001_aug_3.jpg,6
Kather_texture_2016_augmented\10D83_CRC-Prim-HE-06_001_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\04_LYMPHO\73D4_CRC-Prim-HE-09_008.tif_Row_1_Col_451.tif,4
Kather_texture_2016_augmented\73D4_CRC-Prim-HE-09_008_aug_0.jpg,4
Kather_texture_2016_augmented\73D4_CRC-Prim-HE-09_008_aug_1.jpg,4
Kather_texture_2016_augmented\73D4_CRC-Prim-HE-09_008_aug_2.jpg,4
Kather_texture_2016_augmented\73D4_CRC-Prim-HE-09_008_aug_3.jpg,4
Kather_texture_2016_augmented\73D4_CRC-Prim-HE-09_008_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\08_EMPTY\111FD_CRC-Prim-HE-06_005.tif_Row_1051_Col_1201.tif,8
Kather_texture_2016_augmented\111FD_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\111FD_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\111FD_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\111FD_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\111FD_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\08_EMPTY\12B6C_CRC-Prim-HE-06_005.tif_Row_3001_Col_4801.tif,8
Kather_texture_2016_augmented\12B6C_CRC-Prim-HE-06_005_aug_0.jpg,8
Kather_texture_2016_augmented\12B6C_CRC-Prim-HE-06_005_aug_1.jpg,8
Kather_texture_2016_augmented\12B6C_CRC-Prim-HE-06_005_aug_2.jpg,8
Kather_texture_2016_augmented\12B6C_CRC-Prim-HE-06_005_aug_3.jpg,8
Kather_texture_2016_augmented\12B6C_CRC-Prim-HE-06_005_aug_4.jpg,8
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\16B24_CRC-Prim-HE-05_032.tif_Row_1_Col_1651.tif,7
Kather_texture_2016_augmented\16B24_CRC-Prim-HE-05_032_aug_0.jpg,7
Kather_texture_2016_augmented\16B24_CRC-Prim-HE-05_032_aug_1.jpg,7
Kather_texture_2016_augmented\16B24_CRC-Prim-HE-05_032_aug_2.jpg,7
Kather_texture_2016_augmented\16B24_CRC-Prim-HE-05_032_aug_3.jpg,7
Kather_texture_2016_augmented\16B24_CRC-Prim-HE-05_032_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\07_ADIPOSE\17256_CRC-Prim-HE-07.tif_Row_151_Col_1951.tif,7
Kather_texture_2016_augmented\17256_CRC-Prim-HE-07_aug_0.jpg,7
Kather_texture_2016_augmented\17256_CRC-Prim-HE-07_aug_1.jpg,7
Kather_texture_2016_augmented\17256_CRC-Prim-HE-07_aug_2.jpg,7
Kather_texture_2016_augmented\17256_CRC-Prim-HE-07_aug_3.jpg,7
Kather_texture_2016_augmented\17256_CRC-Prim-HE-07_aug_4.jpg,7
Kather_texture_2016_image_tiles_5000\04_LYMPHO\7230_CRC-Prim-HE-09_005.tif_Row_301_Col_301.tif,4
Kather_texture_2016_augmented\7230_CRC-Prim-HE-09_005_aug_0.jpg,4
Kather_texture_2016_augmented\7230_CRC-Prim-HE-09_005_aug_1.jpg,4
Kather_texture_2016_augmented\7230_CRC-Prim-HE-09_005_aug_2.jpg,4
Kather_texture_2016_augmented\7230_CRC-Prim-HE-09_005_aug_3.jpg,4
Kather_texture_2016_augmented\7230_CRC-Prim-HE-09_005_aug_4.jpg,4
Kather_texture_2016_image_tiles_5000\06_MUCOSA\2FFA_CRC-Prim-HE-03_007.tif_Row_151_Col_1051.tif,6
Kather_texture_2016_augmented\2FFA_CRC-Prim-HE-03_007_aug_0.jpg,6
Kather_texture_2016_augmented\2FFA_CRC-Prim-HE-03_007_aug_1.jpg,6
Kather_texture_2016_augmented\2FFA_CRC-Prim-HE-03_007_aug_2.jpg,6
Kather_texture_2016_augmented\2FFA_CRC-Prim-HE-03_007_aug_3.jpg,6
Kather_texture_2016_augmented\2FFA_CRC-Prim-HE-03_007_aug_4.jpg,6
Kather_texture_2016_image_tiles_5000\05_DEBRIS\1468_CRC-Prim-HE-03_031.tif_Row_151_Col_1.tif,5
Kather_texture_2016_augmented\1468_CRC-Prim-HE-03_031_aug_0.jpg,5
